"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","geobacillus_cnambio1","Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465","Geobacillus_thermodenitrificans_KCTC3902","Geobacillus_thermodenitrificans_K1041","Geobacillus_thermodenitrificans_ID-1","Geobacillus_thermodenitrificans_OS27","Geobacillus_thermodenitrificans_NG80-2","Geobacillus_thermodenitrificans_JSC_T9a","Geobacillus_thermodenitrificans_T12"
"IJIGFOAD_00949","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","626","626","626.0","","KGENGAEB_00033","IJIGFOAD_00949","AHOIKHHK_00204","FDKLAMFJ_01123","HLMLLCKC_01466","MEBKDNAM_00890","NCBEONCI_01201","FLBMOKII_00971"
"IJIGFOAD_01725","persistent","Serine acetyltransferase","8","8","1.0","NA","NA","","","","674","674","674.0","","KGENGAEB_03062","IJIGFOAD_01725","AHOIKHHK_00738","FDKLAMFJ_01967","HLMLLCKC_01682","MEBKDNAM_00101","NCBEONCI_01634","FLBMOKII_00105"
"IJIGFOAD_02027","cloud","PTS system galactitol-specific EIIC component","2","2","1.0","NA","NA","","","","1268","1268","1268.0","","KGENGAEB_01767","IJIGFOAD_02027","","","","","",""
"IJIGFOAD_02253","persistent","Arginine transport ATP-binding protein ArtM","8","8","1.0","NA","NA","","","","779","779","779.0","","KGENGAEB_02035","IJIGFOAD_02253","AHOIKHHK_00720","FDKLAMFJ_02538","HLMLLCKC_03266","MEBKDNAM_03127","NCBEONCI_03106","FLBMOKII_03151"
"MEBKDNAM_00127","persistent","30S ribosomal protein S19","8","8","1.0","NA","NA","","","","278","278","278.0","","KGENGAEB_03036","IJIGFOAD_01699","AHOIKHHK_00764","FDKLAMFJ_01941","HLMLLCKC_02026","MEBKDNAM_00127","NCBEONCI_01608","FLBMOKII_00131"
"MEBKDNAM_00159","persistent","Germination-specific N-acetylmuramoyl-L-alanine amidase","7","7","1.0","NA","NA","","","","716","716","716.0","","","IJIGFOAD_01667","AHOIKHHK_00796","FDKLAMFJ_01909","HLMLLCKC_02058","MEBKDNAM_00159","NCBEONCI_01576","FLBMOKII_00163"
"MEBKDNAM_00433","persistent","Low molecular weight protein-tyrosine-phosphatase YfkJ","8","8","1.0","NA","NA","","","","473","482","478.62","","KGENGAEB_02376","IJIGFOAD_01374","AHOIKHHK_02686","FDKLAMFJ_01607","HLMLLCKC_00836","MEBKDNAM_00433","NCBEONCI_02637","FLBMOKII_00491"
"MEBKDNAM_00529","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","791","791","791.0","","KGENGAEB_02993","IJIGFOAD_01278","AHOIKHHK_03274","FDKLAMFJ_01477","HLMLLCKC_02665","MEBKDNAM_00529","NCBEONCI_01520","FLBMOKII_00619"
"MEBKDNAM_00646","persistent","putative protein","8","8","1.0","NA","NA","","","","734","734","734.0","","KGENGAEB_02262","IJIGFOAD_01161","AHOIKHHK_01097","FDKLAMFJ_01359","HLMLLCKC_00206","MEBKDNAM_00646","NCBEONCI_01412","FLBMOKII_00739"
"MEBKDNAM_00678","persistent","putative FMN/FAD exporter YeeO","8","8","1.0","NA","NA","","","","1352","1352","1352.0","","KGENGAEB_02230","IJIGFOAD_01129","AHOIKHHK_01065","FDKLAMFJ_01327","HLMLLCKC_02513","MEBKDNAM_00678","NCBEONCI_01380","FLBMOKII_00771"
"MEBKDNAM_00839","cloud","Type I restriction enzyme EcoKI M protein","1","1","1.0","NA","NA","","","","1481","1481","1481.0","","","","","","","MEBKDNAM_00839","",""
"MEBKDNAM_00999","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","257","257","257.0","","","","","","","MEBKDNAM_00999","",""
"MEBKDNAM_01384","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","119","512","413.75","","KGENGAEB_01204","IJIGFOAD_00453","AHOIKHHK_03388","FDKLAMFJ_00577","HLMLLCKC_01137","MEBKDNAM_01384","NCBEONCI_01929","FLBMOKII_01494"
"MEBKDNAM_01675","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","","MEBKDNAM_01675","",""
"MEBKDNAM_02168","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","221","221","221.0","","","","","","","MEBKDNAM_02168","",""
"NCBEONCI_03387","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","704","704","704.0","","KGENGAEB_02750","IJIGFOAD_03314","AHOIKHHK_02386","FDKLAMFJ_03600","HLMLLCKC_02119","MEBKDNAM_02085","NCBEONCI_03387","FLBMOKII_02197"
"FLBMOKII_00190","shell","Lipid A export ATP-binding/permease protein MsbA","3","3","1.0","NA","NA","","","","260","1658","1192.0","","","","AHOIKHHK_03581","","HLMLLCKC_03361","","","FLBMOKII_00190"
"FLBMOKII_00361","cloud","Medium-chain fatty-acid--CoA ligase","1","1","1.0","NA","NA","","","","1643","1643","1643.0","","","","","","","","","FLBMOKII_00361"
"FLBMOKII_00585","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","353","398","386.75","","KGENGAEB_02973","IJIGFOAD_01298","AHOIKHHK_02316","FDKLAMFJ_01510","HLMLLCKC_01436","MEBKDNAM_00509","NCBEONCI_01539","FLBMOKII_00585"
"FLBMOKII_01055","shell","hypothetical protein","5","5","1.0","NA","NA","","","","425","425","425.0","","","","AHOIKHHK_00285","FDKLAMFJ_01037","HLMLLCKC_01907","MEBKDNAM_03572","","FLBMOKII_01055"
"IJIGFOAD_03044","cloud","L-cystine transport system permease protein TcyB","4","4","1.0","NA","NA","","","","620","620","620.0","","KGENGAEB_01468","IJIGFOAD_03044","","","","MEBKDNAM_02400","NCBEONCI_00208",""
"FDKLAMFJ_02268","cloud","Anaerobic nitric oxide reductase transcription regulator NorR","3","3","1.0","NA","NA","","","","1781","1781","1781.0","","","","","FDKLAMFJ_02268","HLMLLCKC_00041","MEBKDNAM_03375","",""
"FDKLAMFJ_03474","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","233","233","233.0","","","","AHOIKHHK_02926","FDKLAMFJ_03474","","MEBKDNAM_02981","",""
"HLMLLCKC_00013","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","1433","1433","1433.0","","","","","","HLMLLCKC_00013","","",""
"NCBEONCI_01775","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","506","506","506.0","","","","AHOIKHHK_00261","FDKLAMFJ_03526","","","NCBEONCI_01775",""
"NCBEONCI_01967","cloud","Phenylacetate-coenzyme A ligase","1","1","1.0","NA","NA","","","","1277","1277","1277.0","","","","","","","","NCBEONCI_01967",""
"NCBEONCI_03426","cloud","Acetolactate synthase isozyme 3 large subunit","3","3","1.0","NA","NA","","","","1763","1763","1763.0","","","","","","HLMLLCKC_01239","MEBKDNAM_02044","NCBEONCI_03426",""
"AHOIKHHK_02789","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","587","590","587.75","","KGENGAEB_02456","IJIGFOAD_01454","AHOIKHHK_02789","FDKLAMFJ_01697","HLMLLCKC_02484","MEBKDNAM_00352","NCBEONCI_02723","FLBMOKII_00401"
"AHOIKHHK_02921","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","338","341","339.0","","","","AHOIKHHK_02921","FDKLAMFJ_03469","","MEBKDNAM_02986","",""
"FDKLAMFJ_00650","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","359","359","359.0","","","","AHOIKHHK_02741","FDKLAMFJ_00650","","","",""
"HLMLLCKC_02438","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","713","713","713.0","","","","","FDKLAMFJ_02799","HLMLLCKC_02438","","",""
"HLMLLCKC_02742","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","1367","1367","1367.0","","","","","","HLMLLCKC_02742","","",""
"HLMLLCKC_03166","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","92","92","92.0","","","","","","HLMLLCKC_03166","","",""
"MEBKDNAM_02049","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","95","95","95.0","","","","","","","MEBKDNAM_02049","NCBEONCI_03421",""
"FLBMOKII_03008","cloud","hypothetical protein","1","2","2.0","NA","NA","","","","1505","1862","1683.5","","","","","","","","","FLBMOKII_03008" "FLBMOKII_01780"
"FLBMOKII_03700","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","716","716","716.0","","","","","","","","","FLBMOKII_03700"
"FLBMOKII_03732","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","212","212","212.0","","","","","","","","NCBEONCI_01828","FLBMOKII_03732"
"FLBMOKII_03765","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","2087","2087","2087.0","","","","","","","","","FLBMOKII_03765"
"KGENGAEB_02019","cloud","hypothetical protein","5","5","1.0","NA","NA","","","","188","194","191.0","","KGENGAEB_02019","IJIGFOAD_00148","","","HLMLLCKC_02657","MEBKDNAM_00835","NCBEONCI_00763",""
"AHOIKHHK_03351","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","1184","1184","1184.0","","","","AHOIKHHK_03351","","","","",""
"AHOIKHHK_03415","cloud","Sortase D","2","2","1.0","NA","NA","","","","593","593","593.0","","","","AHOIKHHK_03415","FDKLAMFJ_03674","","","",""
"AHOIKHHK_03479","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","143","143","143.0","","","","AHOIKHHK_03479","","","","",""
"AHOIKHHK_03511","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","272","272","272.0","","","","AHOIKHHK_03511","","","","",""
"FDKLAMFJ_01672","persistent","Oligo-1%2C6-glucosidase","8","17","2.12","NA","NA","","","","1625","1691","1676.71","","KGENGAEB_02311" "KGENGAEB_01999","IJIGFOAD_01210" "IJIGFOAD_00128","AHOIKHHK_00466" "AHOIKHHK_01408","FDKLAMFJ_00257" "FDKLAMFJ_01408" "FDKLAMFJ_01672","HLMLLCKC_03187" "HLMLLCKC_00157","MEBKDNAM_00597" "MEBKDNAM_01734","NCBEONCI_02307" "NCBEONCI_01461","FLBMOKII_01825" "FLBMOKII_00690"
"FDKLAMFJ_02248","cloud","IS200/IS605 family transposase IS1341","1","1","1.0","NA","NA","","","","1109","1109","1109.0","","","","","FDKLAMFJ_02248","","","",""
"FDKLAMFJ_02408","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","1238","1238","1238.0","","","","","FDKLAMFJ_02408","","","",""
"FDKLAMFJ_02440","shell","hypothetical protein","3","3","1.0","NA","NA","","","","1784","1814","1804.0","","","","","FDKLAMFJ_02440","HLMLLCKC_03356","","","FLBMOKII_03250"
"FDKLAMFJ_02682","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","350","350","350.0","","","","","FDKLAMFJ_02682","","","",""
"IJIGFOAD_00492","persistent","Sulfite reductase [NADPH] flavoprotein alpha-component","8","8","1.0","NA","NA","","","","1829","1829","1829.0","","KGENGAEB_01243","IJIGFOAD_00492","AHOIKHHK_02973","FDKLAMFJ_00623","HLMLLCKC_01191","MEBKDNAM_01343","NCBEONCI_01890","FLBMOKII_01455"
"IJIGFOAD_00525","persistent","4%2C5-DOPA dioxygenase extradiol","8","9","1.12","NA","NA","","","","254","767","678.33","","KGENGAEB_00457","IJIGFOAD_00525","AHOIKHHK_02425","FDKLAMFJ_00664","HLMLLCKC_01920","MEBKDNAM_01312" "MEBKDNAM_01311","NCBEONCI_00783","FLBMOKII_01419"
"IJIGFOAD_00557","persistent","Lichenan permease IIC component","8","9","1.12","NA","NA","","","","173","1355","1223.67","","KGENGAEB_00425","IJIGFOAD_00557" "IJIGFOAD_03534","AHOIKHHK_03444","FDKLAMFJ_00698","HLMLLCKC_03038","MEBKDNAM_01281","NCBEONCI_00814","FLBMOKII_01387"
"IJIGFOAD_00589","persistent","Stage V sporulation protein K","8","8","1.0","NA","NA","","","","932","932","932.0","","KGENGAEB_00393","IJIGFOAD_00589","AHOIKHHK_01217","FDKLAMFJ_00729","HLMLLCKC_03007","MEBKDNAM_01250","NCBEONCI_00845","FLBMOKII_01356"
"IJIGFOAD_00621","persistent","DNA translocase SpoIIIE","8","8","1.0","NA","NA","","","","2339","2339","2339.0","","KGENGAEB_00361","IJIGFOAD_00621","AHOIKHHK_00566","FDKLAMFJ_00761","HLMLLCKC_02975","MEBKDNAM_01217","NCBEONCI_00877","FLBMOKII_01324"
"IJIGFOAD_00653","persistent","30S ribosomal protein S2","8","8","1.0","NA","NA","","","","707","707","707.0","","KGENGAEB_00329","IJIGFOAD_00653","AHOIKHHK_00534","FDKLAMFJ_00793","HLMLLCKC_02943","MEBKDNAM_01185","NCBEONCI_00909","FLBMOKII_01292"
"IJIGFOAD_00685","persistent","Flagellar basal-body rod protein FlgC","8","8","1.0","NA","NA","","","","452","452","452.0","","KGENGAEB_00297","IJIGFOAD_00685","AHOIKHHK_02870","FDKLAMFJ_00825","HLMLLCKC_01704","MEBKDNAM_01152","NCBEONCI_00941","FLBMOKII_01260"
"IJIGFOAD_00717","persistent","L-serine dehydratase%2C alpha chain","8","8","1.0","NA","NA","","","","881","881","881.0","","KGENGAEB_00265","IJIGFOAD_00717","AHOIKHHK_02838","FDKLAMFJ_00857","HLMLLCKC_01736","MEBKDNAM_01119","NCBEONCI_00974","FLBMOKII_01228"
"IJIGFOAD_00749","persistent","Uracil permease","8","8","1.0","NA","NA","","","","1301","1301","1301.0","","KGENGAEB_00233","IJIGFOAD_00749","AHOIKHHK_02806","FDKLAMFJ_00889","HLMLLCKC_01768","MEBKDNAM_01087","NCBEONCI_01006","FLBMOKII_01196"
"IJIGFOAD_00781","persistent","Putative cysteine ligase BshC","8","8","1.0","NA","NA","","","","1628","1628","1628.0","","KGENGAEB_00201","IJIGFOAD_00781","AHOIKHHK_00893","FDKLAMFJ_00931","HLMLLCKC_01800","MEBKDNAM_01055","NCBEONCI_01038","FLBMOKII_01163"
"IJIGFOAD_00813","persistent","putative peptidoglycan glycosyltransferase FtsW","8","8","1.0","NA","NA","","","","1211","1211","1211.0","","KGENGAEB_00169","IJIGFOAD_00813","AHOIKHHK_03012","FDKLAMFJ_00963","HLMLLCKC_01832","MEBKDNAM_01023","NCBEONCI_01070","FLBMOKII_01131"
"IJIGFOAD_00845","persistent","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase","8","8","1.0","NA","NA","","","","710","710","710.0","","KGENGAEB_00137","IJIGFOAD_00845","AHOIKHHK_00328","FDKLAMFJ_00994","HLMLLCKC_01864","MEBKDNAM_00991","NCBEONCI_01101","FLBMOKII_01098"
"IJIGFOAD_00877","persistent","PTS system glucose-specific EIIA component","8","16","2.0","NA","NA","","","","494","2015","1254.5","","KGENGAEB_00105" "KGENGAEB_01622","IJIGFOAD_01882" "IJIGFOAD_00877","AHOIKHHK_00296" "AHOIKHHK_02032","FDKLAMFJ_02126" "FDKLAMFJ_01026","HLMLLCKC_02865" "HLMLLCKC_01896","MEBKDNAM_00959" "MEBKDNAM_03528","NCBEONCI_01133" "NCBEONCI_03041","FLBMOKII_01066" "FLBMOKII_03574"
"IJIGFOAD_00909","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","551","551","551.0","","KGENGAEB_00073","IJIGFOAD_00909","AHOIKHHK_00242","FDKLAMFJ_01084","HLMLLCKC_01505","MEBKDNAM_00928","NCBEONCI_01163","FLBMOKII_01009"
"IJIGFOAD_00973","persistent","Electron transfer flavoprotein-ubiquinone oxidoreductase","8","9","1.12","NA","NA","","","","611","1295","1159.33","","KGENGAEB_00009","IJIGFOAD_00973","AHOIKHHK_03025","FDKLAMFJ_01149","HLMLLCKC_01972","MEBKDNAM_00866" "MEBKDNAM_00864","NCBEONCI_01224","FLBMOKII_00947"
"IJIGFOAD_01102","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","200","200","200.0","","KGENGAEB_03217","IJIGFOAD_01102","AHOIKHHK_01036","FDKLAMFJ_01298","HLMLLCKC_02536","MEBKDNAM_00704","NCBEONCI_01352","FLBMOKII_00795"
"IJIGFOAD_01134","persistent","putative protein YisK","8","8","1.0","NA","NA","","","","908","908","908.0","","KGENGAEB_02235","IJIGFOAD_01134","AHOIKHHK_01070","FDKLAMFJ_01332","HLMLLCKC_02508","MEBKDNAM_00673","NCBEONCI_01385","FLBMOKII_00766"
"IJIGFOAD_01166","persistent","Ferrochelatase","8","8","1.0","NA","NA","","","","950","950","950.0","","KGENGAEB_02267","IJIGFOAD_01166","AHOIKHHK_00510","FDKLAMFJ_01364","HLMLLCKC_00201","MEBKDNAM_00641","NCBEONCI_01417","FLBMOKII_00734"
"IJIGFOAD_01198","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1271","1271","1271.0","","KGENGAEB_02299","IJIGFOAD_01198","AHOIKHHK_00478","FDKLAMFJ_01396","HLMLLCKC_00169","MEBKDNAM_00609","NCBEONCI_01449","FLBMOKII_00702"
"IJIGFOAD_01230","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","398","398","398.0","","KGENGAEB_02331","IJIGFOAD_01230","AHOIKHHK_00446","FDKLAMFJ_01428","HLMLLCKC_00137","MEBKDNAM_00577","NCBEONCI_01482","FLBMOKII_00670"
"IJIGFOAD_01283","persistent","Glutathione transport system permease protein GsiD","8","13","1.62","NA","NA","","","","899","905","901.31","","KGENGAEB_01717" "KGENGAEB_02988","IJIGFOAD_01283" "IJIGFOAD_01977","AHOIKHHK_02301","FDKLAMFJ_01496","HLMLLCKC_01450" "HLMLLCKC_02769","MEBKDNAM_00524" "MEBKDNAM_03432","NCBEONCI_02814" "NCBEONCI_01525","FLBMOKII_00599"
"IJIGFOAD_01315","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","2624","2642","2637.5","","KGENGAEB_02956","IJIGFOAD_01315","AHOIKHHK_03156","FDKLAMFJ_01527","HLMLLCKC_01420","MEBKDNAM_00492","NCBEONCI_01556","FLBMOKII_00566"
"IJIGFOAD_01347","persistent","Protein YukE","8","8","1.0","NA","NA","","","","293","293","293.0","","KGENGAEB_03271","IJIGFOAD_01347","AHOIKHHK_02902","FDKLAMFJ_01566","HLMLLCKC_02388","MEBKDNAM_00460","NCBEONCI_01850","FLBMOKII_00527"
"IJIGFOAD_01379","persistent","putative adenylyl-sulfate kinase","8","8","1.0","NA","NA","","","","611","611","611.0","","KGENGAEB_02381","IJIGFOAD_01379","AHOIKHHK_02681","FDKLAMFJ_01612","HLMLLCKC_00831","MEBKDNAM_00428","NCBEONCI_02642","FLBMOKII_00486"
"IJIGFOAD_01411","persistent","Nicotinate dehydrogenase small FeS subunit","8","8","1.0","NA","NA","","","","506","506","506.0","","KGENGAEB_02413","IJIGFOAD_01411","AHOIKHHK_01766","FDKLAMFJ_01645","HLMLLCKC_00799","MEBKDNAM_00395","NCBEONCI_02674","FLBMOKII_00454"
"IJIGFOAD_01507","persistent","Response regulator SaeR","8","8","1.0","NA","NA","","","","698","698","698.0","","KGENGAEB_02694","IJIGFOAD_01507","AHOIKHHK_03253","FDKLAMFJ_01742","HLMLLCKC_01553","MEBKDNAM_00312","NCBEONCI_02761","FLBMOKII_00341"
"IJIGFOAD_01582","persistent","Endoribonuclease EndoA","8","8","1.0","NA","NA","","","","350","350","350.0","","KGENGAEB_02581","IJIGFOAD_01582","AHOIKHHK_01165","FDKLAMFJ_01820","HLMLLCKC_01294","MEBKDNAM_00234","NCBEONCI_03443","FLBMOKII_00262"
"IJIGFOAD_01614","persistent","Iron(3+)-hydroxamate-binding protein FhuD","8","8","1.0","NA","NA","","","","926","926","926.0","","KGENGAEB_02613","IJIGFOAD_01614","AHOIKHHK_01197","FDKLAMFJ_01852","HLMLLCKC_01326","MEBKDNAM_00202","NCBEONCI_03475","FLBMOKII_00230"
"IJIGFOAD_01757","persistent","Hypoxanthine-guanine phosphoribosyltransferase","8","8","1.0","NA","NA","","","","545","545","545.0","","KGENGAEB_03307","IJIGFOAD_01757","AHOIKHHK_01869","FDKLAMFJ_01999","HLMLLCKC_02007","MEBKDNAM_00069","NCBEONCI_01685","FLBMOKII_00072"
"IJIGFOAD_01791","persistent","Ribosomal RNA small subunit methyltransferase I","8","8","1.0","NA","NA","","","","905","905","905.0","","KGENGAEB_03124","IJIGFOAD_01791","AHOIKHHK_02465","FDKLAMFJ_02034","HLMLLCKC_01950","MEBKDNAM_00034","NCBEONCI_01651","FLBMOKII_00036"
"IJIGFOAD_01891","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","212","350","320.0","","KGENGAEB_01631","IJIGFOAD_01891","AHOIKHHK_02041","FDKLAMFJ_02135","HLMLLCKC_02856","MEBKDNAM_03519","NCBEONCI_03032","FLBMOKII_03565"
"IJIGFOAD_02083","persistent","Kynurenine formamidase","8","8","1.0","NA","NA","","","","626","626","626.0","","KGENGAEB_02205","IJIGFOAD_02083","AHOIKHHK_03260","FDKLAMFJ_02339","HLMLLCKC_02466","MEBKDNAM_03315","NCBEONCI_02917","FLBMOKII_03330"
"IJIGFOAD_02115","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","893","893","893.0","","KGENGAEB_02173","IJIGFOAD_02115","AHOIKHHK_01328","FDKLAMFJ_02373","HLMLLCKC_02368","MEBKDNAM_03267","NCBEONCI_02949","FLBMOKII_03297"
"IJIGFOAD_02147","cloud","4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE","4","4","1.0","NA","NA","","","","368","368","368.0","","KGENGAEB_02142","IJIGFOAD_02147","","FDKLAMFJ_02422","","MEBKDNAM_03234","",""
"IJIGFOAD_02211","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1472","1472","1472.0","","KGENGAEB_02078","IJIGFOAD_02211","AHOIKHHK_00680","FDKLAMFJ_02498","HLMLLCKC_03306","MEBKDNAM_03167","NCBEONCI_03146","FLBMOKII_03191"
"IJIGFOAD_02373","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","686","686","686.0","","KGENGAEB_02868","IJIGFOAD_02373","AHOIKHHK_00643","FDKLAMFJ_02597","HLMLLCKC_00667","MEBKDNAM_03072","NCBEONCI_03279","FLBMOKII_03099"
"IJIGFOAD_02405","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","188","230","224.0","","KGENGAEB_02836","IJIGFOAD_02405","AHOIKHHK_00611","FDKLAMFJ_02629","HLMLLCKC_00699","MEBKDNAM_03040","","FLBMOKII_03067"
"IJIGFOAD_02453","persistent","Metallothiol transferase FosB","8","8","1.0","NA","NA","","","","230","422","398.0","","KGENGAEB_00476","IJIGFOAD_02453","AHOIKHHK_01263","FDKLAMFJ_02700","HLMLLCKC_02725","MEBKDNAM_02919","NCBEONCI_00750","FLBMOKII_03006"
"IJIGFOAD_02485","persistent","2-succinylbenzoate--CoA ligase","8","8","1.0","NA","NA","","","","1481","1481","1481.0","","KGENGAEB_00508","IJIGFOAD_02485","AHOIKHHK_01294","FDKLAMFJ_02733","HLMLLCKC_00431","MEBKDNAM_02888","NCBEONCI_00718","FLBMOKII_02973"
"IJIGFOAD_02517","persistent","Lipid II flippase MurJ","8","8","1.0","NA","NA","","","","1625","1625","1625.0","","KGENGAEB_00540","IJIGFOAD_02517","AHOIKHHK_01487","FDKLAMFJ_02765","HLMLLCKC_00464","MEBKDNAM_02856","NCBEONCI_00685","FLBMOKII_02940"
"IJIGFOAD_02549","cloud","3-keto-5-aminohexanoate cleavage enzyme","4","4","1.0","NA","NA","","","","824","824","824.0","","KGENGAEB_00572","IJIGFOAD_02549","","","","MEBKDNAM_02824","NCBEONCI_00653",""
"IJIGFOAD_02581","persistent","putative peptidase","8","8","1.0","NA","NA","","","","1094","1094","1094.0","","KGENGAEB_00604","IJIGFOAD_02581","AHOIKHHK_00173","FDKLAMFJ_02862","HLMLLCKC_00375","MEBKDNAM_02792","NCBEONCI_00621","FLBMOKII_02861"
"IJIGFOAD_02613","persistent","Threonine--tRNA ligase 1","8","8","1.0","NA","NA","","","","1949","1949","1949.0","","KGENGAEB_00636","IJIGFOAD_02613","AHOIKHHK_00141","FDKLAMFJ_02894","HLMLLCKC_00343","MEBKDNAM_02760","NCBEONCI_00589","FLBMOKII_02829"
"IJIGFOAD_02645","persistent","Putative aliphatic sulfonates transport permease protein SsuC","8","8","1.0","NA","NA","","","","785","785","785.0","","KGENGAEB_00668","IJIGFOAD_02645","AHOIKHHK_00109","FDKLAMFJ_02926","HLMLLCKC_02345","MEBKDNAM_02728","NCBEONCI_00557","FLBMOKII_02797"
"IJIGFOAD_02677","persistent","putative GTP-binding protein EngB","8","8","1.0","NA","NA","","","","587","587","587.0","","KGENGAEB_00700","IJIGFOAD_02677","AHOIKHHK_00078","FDKLAMFJ_02957","HLMLLCKC_02314","MEBKDNAM_02697","NCBEONCI_00525","FLBMOKII_02766"
"IJIGFOAD_02709","persistent","Cell shape-determining protein MreC","8","8","1.0","NA","NA","","","","866","866","866.0","","KGENGAEB_00732","IJIGFOAD_02709","AHOIKHHK_00046","FDKLAMFJ_02989","HLMLLCKC_02282","MEBKDNAM_02665","NCBEONCI_00493","FLBMOKII_02734"
"IJIGFOAD_02741","persistent","Post-transcriptional regulator ComN","8","8","1.0","NA","NA","","","","290","290","290.0","","KGENGAEB_00764","IJIGFOAD_02741","AHOIKHHK_00014","FDKLAMFJ_03021","HLMLLCKC_02250","MEBKDNAM_02633","NCBEONCI_00461","FLBMOKII_02702"
"IJIGFOAD_02773","persistent","tRNA 5-hydroxyuridine methyltransferase","8","8","1.0","NA","NA","","","","653","653","653.0","","KGENGAEB_00796","IJIGFOAD_02773","AHOIKHHK_02600","FDKLAMFJ_03053","HLMLLCKC_02219","MEBKDNAM_02602","NCBEONCI_00430","FLBMOKII_02669"
"IJIGFOAD_02805","persistent","ComE operon protein 3","8","8","1.0","NA","NA","","","","2246","2246","2246.0","","KGENGAEB_00828","IJIGFOAD_02805","AHOIKHHK_02568","FDKLAMFJ_03085","HLMLLCKC_02187","MEBKDNAM_02570","NCBEONCI_00398","FLBMOKII_02636"
"IJIGFOAD_02837","persistent","DNA primase","8","8","1.0","NA","NA","","","","1799","1799","1799.0","","KGENGAEB_00860","IJIGFOAD_02837","AHOIKHHK_02536","FDKLAMFJ_03119","HLMLLCKC_01363","MEBKDNAM_02538","NCBEONCI_00366","FLBMOKII_02602"
